NU_INSCRICAO,NU_NOTA_MT
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,480.851823310599
82e3b12c6366008fabc238f299f117074e78de5d,403.130852032064
0d838be0e718ceb786cdb10fcc12559e00440240,508.935140409868
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,477.677667481296
c83fe640ba466ba904ac1055e53a875289888797,437.754507921558
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,474.1236153228
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,387.273826334727
328639a0c753715c30a58bae70c82f2101153eb3,418.322397293538
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,539.413378369538
f56746cc2900258507d2b32c126f8db090db856f,437.163519136458
1a4963b5fea8bb25c67750cdafbe84b01efad177,418.684720307463
b520c940e62f4ed684417e7eacf00d85752060da,486.017879207146
2e170cf2651ed448991af6fc5df15167733b2d8f,505.030923398577
6efdd93a0ae289be6bb5a400bfc1deb077d75886,412.433609569379
72ac2acc787d8cba0934cca3810ac091d792c8db,510.569874671954
92a25eee14554806f081869cc9dac868fd1860fb,420.458979547488
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,414.887542820813
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,445.346242477998
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,539.880006240673
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,436.489582311481
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,473.01910645858
1a46d99716282410d1170f0f35069b34e34415d4,453.480023189479
0467e022da4ef897f666bc76f31e1bc8976f7e92,483.673862235045
993aca0d5eac6741117947c82a3647102096255e,475.463428942994
94c96ade6ade21deb080bba6aad537fc4f195d47,494.87936881743
36bb672077a46a3e4755cef90437a616d28bdf23,416.667826048902
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,407.396612216866
328ca19128d276eb4fbc309c54ec7f346c803d2f,695.430264455829
27cdb62f0a2a5467efeb30aafbf246ed2320c532,396.801209531581
f9ef2695eb0986666093945894b8f2fee351bf22,500.167619677208
8a021391cdaac100dab56c59284bd50137a74129,550.243733582515
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,519.272466463632
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,466.746747948838
b9f786712775e0d1d735398d710b01f404c985a3,396.102731807322
564958997e204bda06fbe90afc4722805c78a855,579.76881662207
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,420.068849840083
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,484.331873179147
8296743fdd105ce9183561cf5b359b0a3781465e,429.833840345152
6602c7f15a1fdd082265b64976448c6809df792d,446.067459042594
31ae66f0fe024acae4490915c348e487f2367574,530.459290671799
81901aa980653106e64863d957387d24e2c00af3,418.82177409106
28e10d1bd0b6effe0edd503446ebda948ad240ad,435.917161478587
53a7ee52a87f80241e2ca13c923e06b72bf3a059,393.328133701091
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,587.846918711787
02681b5c893b94db204713cb4b20dde6fc3f2f95,544.714213619692
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,408.077413374238
28c6829e69879bc1d34db1cd51b89562d3cc596b,517.065548041423
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,472.131512033041
923538833160e8432636c88e8119378a43b3d766,467.029966113654
aacb834258765a2959ee63c57d2be4923d11a696,464.381611928419
c32e484025571dd94255a77f21de08ab8d2aaba8,481.617471167615
d425deeec0a3c7006f14d732eff8933d5155067f,485.980794563881
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,472.829457681559
716a178e9a6f7791b820da77879943ac9040a547,445.264589604176
430212cd8767ef2bff8cda0f61729203fef7523e,425.253755618231
e97d33221238e445688a0e984778d4ecac788be2,512.730871323564
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,508.118630348054
0411742cbb54fe1b6927b25f0bb52b885828c828,443.043408040313
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,397.82260125804
e4e7a38b58319ad0a5cde4848622b21783c907e9,489.179686453807
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,575.083682557067
aec1b63c3f0c9554e533752d8fe138ca82101d4a,449.972028222586
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,488.565843024656
4b48d500ba4410546ce01f7f6d44bcbafa73994f,429.536339466564
edf33c347c866d26872f540bcc1f6ae415f3294c,482.230421875563
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,519.182341362125
3a265ea6ebdc4eb2520db912adf5592f03b3d634,386.878689037809
e418fbb77e6ff4103205f3b7f6a66d53183d809b,464.919445909085
8ddbfe70cd41135cb6f125335a48d100789edbf7,388.307199402657
1d3e406d0223d4cb0328850d689ba9fcadf62776,434.195931274097
ecaf075653faf2dcdf946c0ce50629f5083347c0,424.173312840992
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,500.936673691787
5b7877d12550dd35d27a02b66a13f2a27bce11ca,425.881353036051
18f800ec03e33ebad5fb97aa8465dd3e5961337e,443.72144466105
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,501.296091183116
cc8794762ffa592758b5117d67e0d02e2e8b9c49,513.383739901522
894d277c608610fa8c31db531f64582b9569b2e9,444.305510924367
b2e029961aa0f20071b74708e0d97e6f200ec582,452.686116969392
12c7d85e168b09a0278df140a22bcb0052a59b0a,398.86092761163
64c4892488a9c6281bdabf467a0b5a6382d248e6,481.97705755961
ac112e94587e6e4249b7182329ee5a5040ae94ea,534.230603416967
a58cf11e498228f9aaca92b0c49f955a6163fb59,442.354494283097
e8c84701c041b7f3b39f3125a0449fa633589fbe,491.484271357361
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,590.209569921016
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,435.585753991033
e64ad901853230e396be49311ea98121c348fac6,479.859204798026
8532af19be3729ea233c1f29e4c015820fc7fb3a,480.447698552703
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,462.231906870726
26853fd075fe27954772c3070997635b94f32b83,414.34437712634
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,538.30564031995
574ec310dee846f9ae8eb278480257d463f6fbcc,464.667373236498
8a46e35787225c3e7adef2b998ad9c93a952106b,511.64199160946
b62bf908b504e8c6898777a7f5b88afed358caea,436.71711612985
10d22971ca4f53fc62d02905809ff1c37fbb68fc,584.455637708278
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,440.873886918395
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,561.096413497203
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,458.930520153056
d76614020539405f481c0f5ffb9e6f88a0bf21b7,433.319144497428
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,510.754408108355
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,465.626204167193
176b027cd932b17fcb6f119cfcef338a175062b8,382.673636410162
41474f2dda61d97f38ba79906d3dbcce223d1bd1,518.051779045181
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,506.913019321406
d4e97da32ccb6987ec074aa48c24ce949c05a78c,433.566180406692
95c1d266a2524560761df98b376c17604733a6ad,541.065641180619
c11c4303d2632cde64105a35554ecb77a8564260,476.335512797049
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,464.167516588809
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,544.356001072565
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,433.508146874223
580c34923cbde328e0aef1641dd02033fc862c04,457.663138103501
29d8bf198da9caa59047268faca60207da24d1b7,545.663388642008
1b3f80a1cd9fff0408e96169fcaf006936b34fed,454.739445230605
b5932043b62e0c58e16e2cc2c9d5489390e5c895,490.193504335026
99092cc60948943c59d68d62ed81a75a03059113,471.536828804976
dd69fca6f17420dc911016a79e70583ca7ea330d,446.0307154269
d387995af060965fb9d18973f3dbf4904f071066,419.706122653918
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,485.213343089003
543674772357cf9d8a7a8e7dfb89384af80ec30e,496.009372566868
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,430.267713578921
0736d379ea0962e316ce84cce8e883321be36abb,430.954023288112
98cc842c547c69a0d27776e272fd8b61131b0b37,417.674077662682
890b7696fa85ca2b3e90b3951efec2135e88d5cf,436.893172591308
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,654.394977825058
d84b48f7dc7a6e387e6e985525143589754c5b13,438.127553189451
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,499.884927260221
dc4fe9d4124d9278f58f6f999711116a3fe58be7,492.52393595654
f6624d763619c0898b34dc02adf06f53a1721cd0,437.384144224124
60b1c12559860e7ad966da4c4db5c78e17278fc0,501.354975034272
4f365503582b97ea96462d0d36895a5e7f5926df,425.952028226256
c80869804effb21d50cc8fff3f4c27ba5521240c,384.645362800661
d0f351638d60e84b890a498d69c9a7961cdcdf36,443.14551971953
48e8ec135997ff3676648d5c144c3c7150a7bbb1,403.719039649263
45484014aefd10ea3e4b08fb93e66c251709cca6,447.541961168452
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,435.672993077216
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,388.794955038023
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,573.904263875777
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,420.962424532523
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,558.106427333496
c83c66733c5bd90a59996e473bb69e44f6522976,406.926062642463
87f89c855f377c5b100ad2986cc6569e31d94a98,551.506927289206
eaecf3dd32668664e1dcc2d6c7a69042824806a6,437.559043675506
c59b370d3aa06b68878c836bceac844953d74972,459.833196156232
b2128312e70fdb830091aecb6b27d82617e2e226,411.611319421051
8257941af168c0cc15f28bd596fd922352dae732,401.944020629386
854ce153823802674f35bbe1ec010b12e9b3a56f,439.253217521104
27f1db4e266b154f6f7fbef9c225fab472652a7b,440.316837441499
11b90bed4a05d11169f308370faf81d6e9ca2c4f,450.089684781976
e001e1d73163c327a4d800697b1b36cd6921f60d,446.04427029926
b83424ca8973e4b2eebf6eb9e26e842999432d22,399.492204126946
912d751c54b46c860c5ba61666fc6fc59ca2689d,374.195312551473
e114f7b197069bde8e158a0dbeaa022dd0c4e280,453.024944106589
fa84edf183bd459ea9394d77bdc191683a75ff66,571.759536012528
76190ff09a736ff83169394b770699b2709c5a27,497.40063621512
515db15df8581ae72bb8e8358833016adee74e02,460.65999687349
e2a05053c19e6fba60d0e582e6c7f371728a7106,474.959935705736
2378556841bc8d5746f2b94d6adefc2db20f9518,527.545855491282
796d558152d241567f8a72b535a5e36fe78886f3,440.000232261278
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,520.105577070973
3c748fc7a94edb7ac1484373751ffa8574a3281d,427.743810967583
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,406.489118328012
10a1e8808e744c619376bff659f859cd71e8c41d,457.789054176394
fc959dafc37dde3f173f083486d84ce5c817443f,445.582656001578
6979d91c0a1903a336c640e14eed100821a0e24d,475.313355515523
d4e37c4c1235ce014392f6c8ba0436f195b9e459,531.694460458023
565a955a60c6073157aa869c0351c626a7171ef3,535.210783001806
99be797e423b5ae08fe342ea772738f71975df47,597.190243447408
b579ea83f2d6c15b2c717d16a89827d65f39904b,478.676756603705
e9373b5c22567bec508f2fa2580e4dc3ff687caa,538.062379427367
a465af361b68bd536dd8bf61d522b9b21755ab60,543.617937410352
c8feec2a94d996d03534ce935dec7a034667f107,710.892148633624
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,477.373350771959
f4f7888cfe88b7a3b0f3d94749921976353ae82c,496.711330375663
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,492.414014791201
2e466f15ac7b80870736fac2d0cf4bd7f362e852,471.586429954613
fc83a5c665f70f39b4c7d326118cbf21a898e660,586.138506689432
ced4913c2220be57c54bc9f87bb4f441d5976671,461.694961085352
880ade460a231d722e8bb0e4d17f3c8f77663d37,397.663094187045
7c869f5b89ddf3130c87011b6508ee59e32682c5,430.796728312447
9027f65d4e576928ca59690c280050c53d66506a,666.923567714601
09eb415bcb9842d207139c8bddf32427a134d51e,517.478876282526
f8224c83e27f4921df62876f7ff660b1dab3d974,456.103160236223
dfec3182aec0997207e0845b072498065ec89aac,635.954220100405
d653549f6d0ba70e2113b2cc56e9a83e331d2462,567.41772377841
e95674df974af80342f676ca9e3540aecec2b8dc,491.984423993316
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,542.171172555221
22d86e8b43a9412df86ec15ac231b9919e3ec905,449.814719349728
1c61035799f6afe7f44c1fb68567d7a8945c3943,583.219232886728
d5ed4b8732b0d7127a64f7e71137d321c56cc198,417.923073280329
63edbbe59337f861a710bee4fe8a691d231f23da,401.369193517923
21b8ef230efbfca6b5f15b36a3243d76ed390967,504.167767297849
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,380.700259095353
3de3c134579726fe4606b7a05f82ce19f00adb09,638.297626898765
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,423.84121360094
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,387.480438631118
520c60d32fd2af8be76abd332859b36d8ae45900,466.261511999167
6cb6e2310b52c2898e500f81bea938446592568b,503.756213414262
0193b535914e1c5a445bede11a408bf1709cd3cb,487.580214474655
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,502.929647033472
9b378e3937af8e97d4753cdf0c8917306354aaaf,484.150684962893
1c92f54a5fe563622a0e23cf116461a7e147efd8,546.997722380802
90facc45f7578775e3278aa0bd4fb59dad4d37c1,422.140182167139
c8062c4cc7e023996bd37b87295f5a2957ddb172,452.874968519477
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,581.715907880868
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,444.550027470112
1b61f7e184c7040ae4cea725153965e1f7f75308,436.214702104515
95a9c65324583892b2d1a0c1c5163488f92d4a6d,403.705499923353
5b7e7632cf766876026d0da6aa7c6df77bc13438,434.175693681994
96fd0462597b8cf21b1e918c1947106cd8359e5d,525.002589138755
5c1cef937c40bf8c30c119160bedde7ef679454e,600.426204335298
e39fbeab552a4b6492346d821d095c3a0d691555,430.400992258695
93694c58636eabfe86550e734efb3775ba4d739f,487.793285644008
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,627.296069194332
6c05e70130682975c1485a862b6e08b895650671,436.314987828027
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,410.617027580824
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,386.047478920318
283df09083d3c7bec2590f22355c7ba32ec88623,504.895671891812
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,576.392910680034
23131f453efc29c2af9553d307692c60a3add1ae,438.524289232224
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,421.764827275998
941646a7d24ee2837d7de90ff0a736bb8f61d68c,399.004034879299
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,515.657514149447
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,415.234282875663
72882a9cffe151d94be90e02ce3967a91b628099,484.185413376692
cf62916c9829bd3ad05104151eee856d6de7ca1c,605.770268040169
6b8f4241357e65c0491cc0ef96396f811574134c,446.866088862103
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,410.620640219116
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,459.03403908621
8288badec4740382dbf7c33e4095cd4db0021bf7,387.794581683754
5e139289eb167622f915eea3d1d6e49d15d1c873,498.29370733196
fc050b2c8fa3446890fe1418332352177dd34506,454.410018194315
8f309746992f374b4c2ea88f171233a9469ba649,433.197197676093
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,461.63580544081
145b6344526f9df32f4046c8227282477c51d69f,430.195976278352
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,464.702531272006
b23775f4cd460ba687d77b058f2bc46381a0fbfe,445.97860383778
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,604.419878525843
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,438.93235796647
2bf8abe8000927aeff885fdb26e82579b54bb657,430.637721351224
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,518.906802945296
3ef584654da4e658ecdffb68bc4398c97f850ccf,426.94198869081
ea90166cae72eec871b4100ed8df997253bea84b,478.445587942776
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,512.796069356909
39e7d2bf0be98a9698aa1369b7ca5576d392a777,468.680567181432
01d88812b1d865b9797b9c57ed7538527593eb1d,555.917033841945
879d82fe92a01214851fbeb62cd533fbc9d4ab87,538.501550362763
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,486.249646616361
a185d42f150631e1f22e1d81f965dda9833d0bec,456.458198488434
c5994a51d6c24ee4360aee344cebf55bd01c39e3,522.19196334584
bbe2574187920d91ca67a657c5a476f92f8ac142,472.062621621919
8637d558542ccd4a1cd1d3ab336711edad60a966,464.248570641614
30fd3c461823b211ad79159256fdb3eb101deff0,446.391507510123
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,454.995466355038
4d12becc50fceaa6423313e98858cee7d438cc36,497.560525480595
5c55594ff65d25732d6104cf60588ae877cb6e9c,590.253382212013
ebd6ed760a482a95ddc04d78254761296ea73608,529.185729566439
4ea487e7fd10b89407bd3c72366366f5b505847f,512.974683145625
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,481.352259802966
49a9374bc759c6a4d1f8fce5ade5908afe72803c,473.758278994467
4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,455.642356366598
0f31c91179f811dc6de3d071914cba2716013473,436.31268489334
0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,481.692257234506
a945e7b0eedbc6722edf61c6e9115199efa0e79b,620.038890935482
b52cae71211465e9b76723d1dab3cbb973a76a5e,429.269915989831
c64825379cc10911781e842c315951b835c0246d,444.578974169628
3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,469.928777414055
d077ad9b71684906e32bdfefac01c893ff875c40,518.654791759434
0e02316fc08deb2a0ccf7b606d3564cf17d6763a,417.416687814478
44cb1704d691a020beab734f494635e2603af38b,439.809538147517
c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,495.068793647414
623b39408740e01c79d585779f119b7bd31aca5e,475.96158604084
0954f039d7ce9b83b763b6406d3be54af9d386a0,411.88240794318
feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,438.010547483988
bc764ff3e2905ae18491fcc46b2cf1812bf43771,602.746631780216
4d0b3bca1ec9337bb27b9d6710702ebb79a90046,512.818866589586
b62836e36b6a37a18823b0176647b31ed84bd759,456.25686943286
48b56e1d641022967e5b2791de675d524b685afe,444.658430900712
6432732876989f4279e03bea20c37a21e0ce488d,656.390523769998
c322f8d156e174e549a44fdde96be32358ab85a3,442.224826043458
92f7742f9719e14801466a45e33f904e27be2b17,443.246812787999
8f00986f46ca0c0eb14d9d8e811919bb76d29fed,433.34980553501
bfa438beba3914291e0978747404004f6ac79179,425.732511928527
9f7b8de3a22fe246b22d46de9b4c1d219eb1dbba,422.022966887812
7db2c8ad5fbddb754318a9f7d0503ef849ef5729,382.710913582025
9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,478.459321419048
ae6a72fb90a0c32b27c4aa45ff692c3783de2290,399.942969101445
b10d3fcde629e4b68758d3dc58911a113837d255,473.592601068169
2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,414.538142306461
587f219b07191d201677be07e43852b73a5dfeda,475.124700057311
c669af3c60a62511990ed5f486c525285df59750,481.86844248867
0dc0351a9da12f74bd5ebc918d60f9580be35182,451.468551972514
20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,402.777571013434
d053a386f5497719e02334cc444acc545258bc3e,541.672733435644
446a666ce7e015158181ce032e318a2ceffad8e1,458.133721414968
ad896f169fe2e02c8cda5553fc0cb4aa100fee20,406.759364109818
80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,492.112838073932
dc56167fb0ffcbf92624206591985da23ba078a3,459.021140639413
10f8e410cadeee997d11e86ed5749c98c184f102,467.840862941579
9c0cedfb49df5633bdc16bc263e8f574a1e283d2,444.714944864904
b18c91072332db5e81e51adf0ad4a18c682fe025,393.015866445742
0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,438.417585922487
040e479d45f83b7944be895d04b035489e544ab1,461.437530097767
b505434998285eb78dfdb4341e4a29cc13a2130a,415.286532301301
b16fb245d399e311b54c8f9edbe23b0814c8b6d7,412.516052119809
1167115298a1ed2c659e1e365224311af48ff8e6,542.152450706063
ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,385.486930645724
386238d9cc8f497486ec335159e3d3fb59d9d57c,522.384654708007
abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,428.486965536426
961f5a44f06750c88181c1809c6d002252b8d4e9,472.938340120186
24605a2eda427ea715d61e72f5e40d6afd31bcfd,587.457300752917
9810f9ad1fed4a44dd3150d3a93c2321402176f7,432.566760070595
0b01e142abc07e710ae4f8a315866d95f16d592b,533.107387002708
ab9b69839b48825032b5f4778eea40e321c1ece5,456.043053713239
3004e0b4f4b454854f0bb254473aa012e17071fd,618.938653205537
84083dec8994b0da91c7be5bd5cf540a92d367f9,384.855936022508
c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,514.606224932121
55a278c454fb7415451563c61ed46f5d9dc352d6,520.121211199419
051c748ebab016611de489dfc13b6616d1070361,478.41575963048
e2f476ff901b0c67a7df201c865aca3219bfd803,516.340822592916
7ae5a82f05c571cbccd3d1057aa2ee320633335c,487.514837428083
1c86c6bc97a76e31219f8902c13627c0de70c6cb,492.637109119261
e6b0a19633e93aa0e26b5644d0142d79c7526d5d,462.881109359096
acbc30d483ea45980ae8919a1e608acbb560d796,534.530278723108
d4cc2188bbe4365cbbec0d8e697f5f982d217c55,486.414985252919
3c049c9981020ef5f6968e0eec4e6969fd2f4b0d,434.59216511902
a5c39ced20251de476553163291f5141f9b66d1c,396.56663157008
6d9409ae58f72c208c0ad1c8168080a8deeef8a2,445.869840701373
85e6b7523bb635e5552fa91b4a79122118918668,532.91517886544
5443c9e35006e84510c518efc894c075b606c83f,413.172825715186
80b9f96ee31137fbe9158841eb193d26d6dd762b,472.894850441665
6091d7a1acb022b664e212bbc322932384824ab4,445.527872042475
828f1541b637d7781583e98f754bbb433f2d1dd8,531.872764383617
aace2a613988d1619385514862b227ec1a616255,406.226682884786
45a6fba80a860b768d6b4172b97e35f0b06db075,516.202070292083
4b93629e017653c27a7ac99b9ed6fafa003a6777,495.023972314948
ddd68576dd27c673687d8b04057adc396a75f566,463.51178683667
ed9e6225f3914f90c61a39572bf1ad207688a3f0,478.955862993417
270692d94f5e7f0d9dca2a1acf8f3ab24dbe1bf1,551.246510196741
afcb620ab13d96348763196f200b6bf94ab1c060,436.329993873841
7cfb1d64261039d25784ecc70e9bf286ac9492c9,461.224204516961
4cf6407fb9c6a86e31d6e45ed7ba4e0531279d40,417.761581042346
5dc2bf0223a2c68ccc7a74e5c61571c31eb62343,434.744664862716
d6c682e729a33858ccdaf54a2a3c625c82ddc108,476.847977716373
793d1bfef9d9f220421ffb7b334d6cc0bd005a59,573.040935229113
0ff0abca7be65e556773ff1395550ef791c4d272,526.829957292013
af5143b6372ff9e30d17884cead389c15fefde19,422.566887442768
d1f6e0c6d574a1def695974263f5e1461d99e90f,613.234678537137
31c2a0c6107ea4c62557f793221b4c341b73b958,410.732077984539
650ed2fdd80680c747363dd1085dd191c60a0d8d,519.489324583135
548cda0eb6595f3e63ff696ba2c76968d822e92e,446.261374920418
6e54fe08c0b09ce7e1e97e331fe394ef9bc90ef7,475.121432064281
4c314024a3148ca131970a181ffb67bc108c25f0,453.903147950403
9175008ab4a7ec7a5eb989e56a73c49ad37a0da0,369.75019817709
